+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                        ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_jtag_debug_module_wrapper|the_cpu_jtag_debug_module_tck                                                                                                                                                      ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_jtag_debug_module_wrapper                                                                                                                                                                                    ; 123   ; 0              ; 0            ; 0              ; 53     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_im|cpu_traceram_lpm_dram_bdp_component|the_altsyncram|auto_generated                                                                                                                               ; 92    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_im|cpu_traceram_lpm_dram_bdp_component                                                                                                                                                             ; 92    ; 2              ; 0            ; 2              ; 72     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_im                                                                                                                                                                                                 ; 97    ; 36             ; 17           ; 36             ; 48     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_pib                                                                                                                                                                                                ; 39    ; 20             ; 38           ; 20             ; 19     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_fifo|the_cpu_oci_test_bench                                                                                                                                                                        ; 36    ; 0              ; 36           ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_fifo|cpu_nios2_oci_fifocount_inc_fifocount                                                                                                                                                         ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_fifo|cpu_nios2_oci_fifowp_inc_fifowp                                                                                                                                                               ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_fifo|cpu_nios2_oci_compute_tm_count_tm_count                                                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_fifo                                                                                                                                                                                               ; 151   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_dtrace|cpu_nios2_oci_trc_ctrl_td_mode                                                                                                                                                              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_dtrace                                                                                                                                                                                             ; 111   ; 0              ; 100          ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_itrace                                                                                                                                                                                             ; 25    ; 17             ; 23           ; 17             ; 87     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_dbrk                                                                                                                                                                                               ; 96    ; 0              ; 0            ; 0              ; 100    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_xbrk                                                                                                                                                                                               ; 62    ; 5              ; 59           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_break                                                                                                                                                                                              ; 52    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_avalon_reg                                                                                                                                                                                             ; 49    ; 0              ; 24           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_ocimem|cpu_ociram_lpm_dram_bdp_component|the_altsyncram|auto_generated                                                                                                                                 ; 90    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_ocimem|cpu_ociram_lpm_dram_bdp_component                                                                                                                                                               ; 90    ; 2              ; 0            ; 2              ; 64     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_ocimem                                                                                                                                                                                                 ; 93    ; 0              ; 6            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci|the_cpu_nios2_oci_debug                                                                                                                                                                                              ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_nios2_oci                                                                                                                                                                                                                      ; 174   ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|cpu_register_bank_b|the_altsyncram|auto_generated                                                                                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|cpu_register_bank_b                                                                                                                                                                                                                    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|cpu_register_bank_a|the_altsyncram|auto_generated                                                                                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|cpu_register_bank_a                                                                                                                                                                                                                    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu|the_cpu_test_bench                                                                                                                                                                                                                     ; 843   ; 3              ; 806          ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu                                                                                                                                                                                                                                        ; 182   ; 0              ; 24           ; 0              ; 253    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_instruction_master                                                                                                                                                                                                                     ; 148   ; 1              ; 8            ; 1              ; 61     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master|user_timer_s1_irq_from_sa_clock_crossing_cpu_data_master                                                                                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master|uart_s1_irq_from_sa_clock_crossing_cpu_data_master                                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master|timer_s1_irq_from_sa_clock_crossing_cpu_data_master                                                                                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master|switches_s1_irq_from_sa_clock_crossing_cpu_data_master                                                                                                                                                                     ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master|profile_timer_s1_irq_from_sa_clock_crossing_cpu_data_master                                                                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master|port_a_s1_irq_from_sa_clock_crossing_cpu_data_master                                                                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master|buttons_s1_irq_from_sa_clock_crossing_cpu_data_master                                                                                                                                                                      ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_data_master                                                                                                                                                                                                                            ; 312   ; 24             ; 15           ; 24             ; 110    ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_custom_instruction_master                                                                                                                                                                                                              ; 36    ; 1              ; 1            ; 1              ; 36     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_cpu_jtag_debug_module                                                                                                                                                                                                                      ; 128   ; 2              ; 4            ; 2              ; 91     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrfull_eq_comp_msb_mux                                                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrfull_eq_comp_lsb_mux                                                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rdemp_eq_comp_msb_mux                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rdemp_eq_comp_lsb_mux                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrfull_eq_comp_msb                                                                                                                                                    ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrfull_eq_comp_lsb                                                                                                                                                    ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrfull_eq_comp1_msb                                                                                                                                                   ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrfull_eq_comp1_lsb                                                                                                                                                   ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rdempty_eq_comp_msb                                                                                                                                                   ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rdempty_eq_comp_lsb                                                                                                                                                   ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rdempty_eq_comp1_msb                                                                                                                                                  ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rdempty_eq_comp1_lsb                                                                                                                                                  ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|ws_dgrp|dffpipe16                                                                                                                                                     ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|ws_dgrp                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|ws_bwp                                                                                                                                                                ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|ws_brp                                                                                                                                                                ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rs_dgwp|dffpipe12                                                                                                                                                     ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rs_dgwp                                                                                                                                                               ; 9     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|fifo_ram                                                                                                                                                              ; 51    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrptr_g1p                                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|rdptr_g1p                                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|ws_dgrp_gray2bin                                                                                                                                                      ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated|wrptr_g_gray2bin                                                                                                                                                      ; 7     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo|upstream_fifo|auto_generated                                                                                                                                                                       ; 38    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_upstream_fifo                                                                                                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|wrfull_eq_comp_msb_mux                                                                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|wrfull_eq_comp_lsb_mux                                                                                                                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rdemp_eq_comp_msb_mux                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rdemp_eq_comp_lsb_mux                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|wrfull_eq_comp_msb                                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|wrfull_eq_comp_lsb                                                                                                                                                ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|wrfull_eq_comp1_msb                                                                                                                                               ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|wrfull_eq_comp1_lsb                                                                                                                                               ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rdempty_eq_comp_msb                                                                                                                                               ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rdempty_eq_comp_lsb                                                                                                                                               ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rdempty_eq_comp1_msb                                                                                                                                              ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rdempty_eq_comp1_lsb                                                                                                                                              ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|ws_dgrp|dffpipe15                                                                                                                                                 ; 7     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|ws_dgrp                                                                                                                                                           ; 7     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rs_dgwp|dffpipe12                                                                                                                                                 ; 7     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rs_dgwp                                                                                                                                                           ; 7     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|fifo_ram                                                                                                                                                          ; 66    ; 0              ; 0            ; 0              ; 52     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|wrptr_g1p                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated|rdptr_g1p                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo|downstream_fifo|auto_generated                                                                                                                                                                   ; 57    ; 0              ; 0            ; 0              ; 54     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge|the_downstream_fifo                                                                                                                                                                                                  ; 57    ; 0              ; 0            ; 0              ; 54     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge                                                                                                                                                                                                                      ; 91    ; 2              ; 0            ; 2              ; 89     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge_m1                                                                                                                                                                                                                   ; 825   ; 0              ; 42           ; 0              ; 46     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge_s1|rdv_fifo_for_cpu_data_master_to_clock_crossing_bridge_s1                                                                                                                                                          ; 7     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_clock_crossing_bridge_s1                                                                                                                                                                                                                   ; 102   ; 0              ; 2            ; 0              ; 93     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_buttons                                                                                                                                                                                                                                    ; 41    ; 0              ; 29           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_buttons_s1                                                                                                                                                                                                                                 ; 86    ; 0              ; 9            ; 0              ; 75     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_altpll_0|sd1                                                                                                                                                                                                                               ; 3     ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_altpll_0|stdsync2|dffpipe3                                                                                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_altpll_0|stdsync2                                                                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_altpll_0                                                                                                                                                                                                                                   ; 39    ; 31             ; 30           ; 31             ; 38     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_altpll_0_pll_slave                                                                                                                                                                                                                         ; 72    ; 1              ; 2            ; 1              ; 74     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_DE0_SOPC_clock_8|endofpacket_bit_pipe                                                                                                                                                                                                      ; 5     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_DE0_SOPC_clock_8|master_FSM                                                                                                                                                                                                                ; 5     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_DE0_SOPC_clock_8|write_request_edge_to_pulse                                                                                                                                                                                               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_DE0_SOPC_clock_8|read_request_edge_to_pulse                                                                                                                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_DE0_SOPC_clock_8|slave_FSM                                                                                                                                                                                                                 ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE0_SOPC_inst|the_DE0_SOPC_clock_8|write_done_edge_to_pulse                                                                                                                                                                                                  ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
